protein,tissue,scl,score
5594,BTO:0001061,GO:0005925,0.89900982801
4609,BTO:0000007,GO:0005737,0.898697357058
3661,BTO:0000599,GO:0005634,0.89858131213
3458,BTO:0000018,GO:0005634,0.898451645594
80223,BTO:0000567,GO:0005886,0.897422467649
5348,BTO:0000567,GO:0005886,0.897422467649
10516,BTO:0000567,GO:0005886,0.897422467649
2066,BTO:0000007,GO:0005886,0.897155692188
51199,BTO:0000567,GO:0005829,0.89702158055
2309,BTO:0000093,GO:0005737,0.896848291862
7528,BTO:0000567,GO:0005634,0.896790933245
64112,BTO:0000093,GO:0005634,0.896491991785
10413,BTO:0000552,GO:0005634,0.895850741801
5609,BTO:0000944,GO:0005634,0.895398146623
3569,BTO:0000599,GO:0031982,0.894805523793
6198,BTO:0000007,GO:0005886,0.8946262918
6654,BTO:0001061,GO:0005634,0.894435114121
2701,BTO:0000567,GO:0030054,0.894145820622
4088,BTO:0000017,GO:0005634,0.89383040683
55512,BTO:0000018,GO:0005886,0.893710468405
839,BTO:0000793,GO:0005634,0.89313018789
6648,BTO:0000567,GO:0005829,0.89254154529
7132,BTO:0000567,GO:0005829,0.89254154529
9451,BTO:0001938,GO:0005634,0.892203764671
7364,BTO:0000599,GO:0005634,0.892046665336
26502,BTO:0000567,GO:0005634,0.891723259835
8451,BTO:0000567,GO:0005634,0.891723259835
9128,BTO:0000567,GO:0005634,0.891723259835
10073,BTO:0000567,GO:0005634,0.891723259835
5763,BTO:0000567,GO:0005634,0.891723259835
2091,BTO:0000567,GO:0005634,0.891723259835
1443,BTO:0000567,GO:0005634,0.891723259835
6670,BTO:0000195,GO:0005634,0.89132548382
51228,BTO:0000567,GO:0031982,0.890986952447
308,BTO:0001061,GO:0005634,0.890430916044
331,BTO:0000599,GO:0005829,0.890066754829
5524,BTO:0000018,GO:0005856,0.89004991997
5243,BTO:0000007,GO:0005886,0.889884284563
5296,BTO:0000093,GO:0005737,0.889754839939
10392,BTO:0000007,GO:0005634,0.8893970355
54578,BTO:0000093,GO:0005634,0.888668121745
8767,BTO:0000093,GO:0005634,0.888668121745
10371,BTO:0000093,GO:0005634,0.888668121745
5524,BTO:0000007,GO:0005856,0.888607148484
836,BTO:0001061,GO:0005634,0.888250909015
3309,BTO:0000018,GO:0005739,0.887562772906
2735,BTO:0000567,GO:0005634,0.887236331763
1022,BTO:0000567,GO:0005634,0.887236331763
1024,BTO:0000567,GO:0005634,0.887236331763
84823,BTO:0000567,GO:0005634,0.887236331763
23411,BTO:0000599,GO:0005739,0.885845943069
5997,BTO:0000007,GO:0005634,0.885793663753
5175,BTO:0000599,GO:0005634,0.88540798393
598,BTO:0002136,GO:0005634,0.885063694626
4758,BTO:0000093,GO:0005886,0.884960917226
26471,BTO:0001061,GO:0005634,0.88396985679
10013,BTO:0000093,GO:0005634,0.883949511853
27069,BTO:0000018,GO:0005634,0.883473754277
26073,BTO:0000018,GO:0005634,0.883473754277
2065,BTO:0000093,GO:0005886,0.882520144586
6925,BTO:0000007,GO:0005634,0.882488475844
3630,BTO:0000599,GO:0005829,0.882037031767
4609,BTO:0000599,GO:0005737,0.881837574023
83871,BTO:0000567,GO:0005886,0.881411716478
9074,BTO:0000567,GO:0005886,0.881411716478
10280,BTO:0000567,GO:0005886,0.881411716478
3565,BTO:0000018,GO:0005634,0.880530058672
3164,BTO:0000195,GO:0005634,0.880158507769
995,BTO:0001061,GO:0005634,0.879774532783
1435,BTO:0000018,GO:0005634,0.879326762311
57369,BTO:0000567,GO:0005783,0.878795347289
4904,BTO:0000567,GO:0005829,0.878484597647
1950,BTO:0000017,GO:0005737,0.878368903331
10521,BTO:0000007,GO:0005634,0.877865566966
8529,BTO:0000599,GO:0005634,0.877769521467
2064,BTO:0000093,GO:0005829,0.877572171549
9232,BTO:0000944,GO:0005634,0.877489973695
1571,BTO:0000793,GO:0005634,0.876638762553
1728,BTO:0000093,GO:0005634,0.876470220704
1917,BTO:0000567,GO:0005634,0.87623238073
6100,BTO:0000567,GO:0005634,0.87623238073
4913,BTO:0000567,GO:0005634,0.87623238073
51561,BTO:0000567,GO:0005634,0.87623238073
6651,BTO:0000567,GO:0005634,0.87623238073
6957,BTO:0000567,GO:0005634,0.87623238073
25909,BTO:0000567,GO:0005634,0.87623238073
4784,BTO:0000567,GO:0005634,0.87623238073
2275,BTO:0000567,GO:0005634,0.87623238073
112939,BTO:0000567,GO:0005634,0.87623238073
4673,BTO:0000567,GO:0005634,0.875723176919
4205,BTO:0000567,GO:0005634,0.875723176919
6005,BTO:0000093,GO:0005634,0.875602603369
2078,BTO:0000007,GO:0031982,0.875529808475
8880,BTO:0000018,GO:0005634,0.875162735885
5266,BTO:0000018,GO:0005634,0.875162735885
9112,BTO:0000093,GO:0005634,0.87509363757
637,BTO:0000093,GO:0005737,0.87504626896
199,BTO:0000093,GO:0005634,0.874789827848
4841,BTO:0000093,GO:0005634,0.874789827848
9519,BTO:0000567,GO:0005737,0.874122778164
836,BTO:0000093,GO:0031982,0.873928986573
4692,BTO:0000007,GO:0005634,0.873735744065
6794,BTO:0000567,GO:0005856,0.873070403477
9075,BTO:0000195,GO:0005886,0.8728627341
335,BTO:0000195,GO:0005634,0.872787837073
308,BTO:0000599,GO:0005634,0.872538812253
1543,BTO:0000093,GO:0005829,0.872411375166
1576,BTO:0000007,GO:0005856,0.872295736867
7026,BTO:0000599,GO:0005634,0.872132669239
9076,BTO:0000093,GO:0005737,0.871949603028
8312,BTO:0000599,GO:0005634,0.870956599932
3606,BTO:0000599,GO:0005634,0.870956599932
3065,BTO:0000093,GO:0005634,0.870176099685
3486,BTO:0000093,GO:0005886,0.86997291723
387,BTO:0000944,GO:0005886,0.869441228279
2597,BTO:0000552,GO:0005634,0.868838052911
3856,BTO:0000093,GO:0005886,0.868562109231
7161,BTO:0000567,GO:0005634,0.868429456898
5925,BTO:0000552,GO:0005634,0.868371241348
840,BTO:0000093,GO:0005886,0.867942313387
2521,BTO:0000007,GO:0005634,0.867922979292
356,BTO:0000018,GO:0005886,0.867752747124
57105,BTO:0000018,GO:0005634,0.867148578857
116535,BTO:0000007,GO:0005634,0.86689674894
328,BTO:0000018,GO:0005739,0.86688826103
5290,BTO:0000599,GO:0005634,0.866818382431
7341,BTO:0000944,GO:0005634,0.866296641758
374,BTO:0000093,GO:0005634,0.865842715503
842,BTO:0002035,GO:0005829,0.865787463818
6582,BTO:0000007,GO:0005886,0.865602102147
207,BTO:0000195,GO:0005925,0.865509059513
6612,BTO:0000567,GO:0005634,0.864771779011
3178,BTO:0000599,GO:0005634,0.864345063728
5621,BTO:0000007,GO:0005886,0.864286494192
675,BTO:0000567,GO:0005737,0.864254406232
5610,BTO:0000793,GO:0005634,0.86400800779
2547,BTO:0000018,GO:0005634,0.863978319636
112936,BTO:0000567,GO:0031982,0.863407052958
2166,BTO:0000007,GO:0005886,0.863329304358
1956,BTO:0000093,GO:0005886,0.862683877851
207,BTO:0000599,GO:0005737,0.862013305435
4521,BTO:0000567,GO:0005634,0.861741351606
7709,BTO:0000567,GO:0005634,0.861741351606
4090,BTO:0000093,GO:0005634,0.861720266376
407007,BTO:0000093,GO:0005634,0.861720266376
960,BTO:0000567,GO:0005794,0.861053842075
5599,BTO:0000018,GO:0005925,0.860783917228
2247,BTO:0000017,GO:0005634,0.860543960951
5243,BTO:0000093,GO:0005737,0.860381309027
10036,BTO:0000567,GO:0031982,0.859730614157
4884,BTO:0000018,GO:0005634,0.859412404138
10800,BTO:0000018,GO:0005634,0.859412404138
55193,BTO:0000018,GO:0005634,0.859412404138
143187,BTO:0000567,GO:0005886,0.859347737471
3308,BTO:0001061,GO:0005737,0.85916454662
57817,BTO:0000567,GO:0005886,0.858557082374
3146,BTO:0000599,GO:0005829,0.858065761605
4520,BTO:0000007,GO:0005634,0.858002106875
23411,BTO:0000007,GO:0005783,0.857872797496
4089,BTO:0000093,GO:0005634,0.857820868383
2697,BTO:0000093,GO:0030054,0.856553343932
8797,BTO:0000567,GO:0005886,0.856547539361
177,BTO:0000093,GO:0005634,0.856492408465
6772,BTO:0000018,GO:0005634,0.856140906915
3716,BTO:0000018,GO:0005634,0.856029219824
472,BTO:0000944,GO:0005634,0.855638576925
10564,BTO:0000007,GO:0005783,0.855447612086
3303,BTO:0000793,GO:0005634,0.855086531741
644079,BTO:0000567,GO:0005783,0.853523963882
5524,BTO:0000944,GO:0005634,0.853312628847
2922,BTO:0000944,GO:0005634,0.852196874191
9817,BTO:0000018,GO:0005634,0.851607981527
301,BTO:0000018,GO:0005634,0.851420304408
2033,BTO:0000599,GO:0005634,0.851013590067
51529,BTO:0000599,GO:0005634,0.849659648354
10202,BTO:0000599,GO:0005634,0.849659648354
8048,BTO:0000599,GO:0005634,0.849659648354
7431,BTO:0000567,GO:0005737,0.849646092995
2064,BTO:0001061,GO:0005829,0.84897178686
5315,BTO:0000567,GO:0005737,0.848722571885
57332,BTO:0002035,GO:0005886,0.848613650043
6778,BTO:0000567,GO:0005634,0.848577114103
2185,BTO:0000007,GO:0005886,0.848192558136
7270,BTO:0000567,GO:0005634,0.848137878203
23054,BTO:0000567,GO:0005634,0.848137878203
4209,BTO:0000567,GO:0005634,0.848137878203
5514,BTO:0000567,GO:0005634,0.848137878203
7518,BTO:0000567,GO:0005634,0.848137878203
3159,BTO:0000093,GO:0005737,0.848105653117
54658,BTO:0000093,GO:0005634,0.847521232732
3146,BTO:0000195,GO:0031982,0.847153447061
8815,BTO:0000567,GO:0005737,0.846867697704
409,BTO:0000007,GO:0005886,0.846795561314
5879,BTO:0000567,GO:0005856,0.846731307621
10133,BTO:0000567,GO:0005886,0.846563943894
351,BTO:0000567,GO:0005794,0.846411012915
1956,BTO:0000567,GO:0031982,0.846400365637
999,BTO:0000599,GO:0005925,0.846207140215
100506658,BTO:0000195,GO:0005856,0.845420577522
3952,BTO:0000093,GO:0005634,0.845369578193
6554,BTO:0000195,GO:0005886,0.845352648316
5594,BTO:0000793,GO:0005783,0.845024651545
5731,BTO:0000018,GO:0005634,0.844706777505
595,BTO:0000944,GO:0005634,0.844283390596
3065,BTO:0000599,GO:0005634,0.843409622074
841,BTO:0000599,GO:0005634,0.843303339772
5296,BTO:0000195,GO:0005886,0.843014316326
3576,BTO:0000018,GO:0005886,0.842119769859
842,BTO:0000017,GO:0005739,0.84199486271
114548,BTO:0000599,GO:0005737,0.8416209384
2627,BTO:0000599,GO:0005634,0.84155609413
1302,BTO:0000093,GO:0005634,0.841537501029
8766,BTO:0000567,GO:0005856,0.840994084543
1525,BTO:0000007,GO:0005886,0.840951549494
644914,BTO:0000793,GO:0005634,0.840669071524
1576,BTO:0000599,GO:0005856,0.840150543364
51741,BTO:0000093,GO:0005634,0.839198371903
142,BTO:0000018,GO:0005829,0.838707537942
596,BTO:0000017,GO:0005829,0.838534464417
2908,BTO:0000195,GO:0030054,0.838272978338
2521,BTO:0000793,GO:0005634,0.838258164863
2736,BTO:0000195,GO:0005737,0.837989843765
92140,BTO:0000018,GO:0005634,0.837707302027
6304,BTO:0000093,GO:0005634,0.837689373728
7124,BTO:0000552,GO:0031982,0.83767190355
1181,BTO:0000007,GO:0005634,0.836910725696
57620,BTO:0000007,GO:0005634,0.836910725696
841,BTO:0000093,GO:0005737,0.836164270348
3932,BTO:0000567,GO:0005886,0.836102368251
5771,BTO:0000567,GO:0005634,0.83532712256
4321,BTO:0000567,GO:0005634,0.83532712256
3265,BTO:0001061,GO:0005886,0.834985798375
3460,BTO:0000567,GO:0005634,0.834833378041
961,BTO:0005379,GO:0005886,0.834545197356
7432,BTO:0000007,GO:0005886,0.833972049767
4582,BTO:0000195,GO:0005886,0.833903321277
7132,BTO:0000195,GO:0005886,0.833903321277
11279,BTO:0000599,GO:0005634,0.833741990856
1465,BTO:0000599,GO:0005634,0.833741990856
58157,BTO:0000599,GO:0005634,0.833741990856
80351,BTO:0000599,GO:0005634,0.833741990856
3726,BTO:0000599,GO:0005829,0.833412379084
54205,BTO:0001938,GO:0005739,0.833289477817
5422,BTO:0000007,GO:0005783,0.83256202626
841,BTO:0001061,GO:0005829,0.832376474559
3329,BTO:0000567,GO:0031982,0.832337507957
7421,BTO:0001938,GO:0005634,0.832245063333
9131,BTO:0000093,GO:0005737,0.832083065288
842,BTO:0000793,GO:0005737,0.831431258778
760,BTO:0000567,GO:0005783,0.830849477608
6622,BTO:0000093,GO:0005739,0.830802482533
5578,BTO:0000017,GO:0005886,0.830015539202
1950,BTO:0000552,GO:0031982,0.829939102664
5310,BTO:0000567,GO:0005856,0.829792599577
7832,BTO:0000793,GO:0005634,0.829780733815
5563,BTO:0000552,GO:0005634,0.829503578204
6347,BTO:0000093,GO:0031982,0.828534954075
5747,BTO:0000093,GO:0005856,0.828411857501
3569,BTO:0000195,GO:0031982,0.827858903418
4691,BTO:0000093,GO:0005737,0.827851947309
6822,BTO:0000007,GO:0005886,0.827209551008
10656,BTO:0000567,GO:0005634,0.827203029079
9771,BTO:0000567,GO:0005634,0.827203029079
51729,BTO:0000567,GO:0005634,0.827203029079
84812,BTO:0000567,GO:0005634,0.827203029079
27316,BTO:0000567,GO:0005634,0.827203029079
51222,BTO:0000567,GO:0005634,0.827203029079
9810,BTO:0000567,GO:0005634,0.827203029079
51367,BTO:0000567,GO:0005634,0.827203029079
90390,BTO:0000567,GO:0005634,0.827203029079
10436,BTO:0000567,GO:0005634,0.827203029079
4809,BTO:0000567,GO:0005634,0.827203029079
9325,BTO:0000567,GO:0005634,0.827203029079
23198,BTO:0000567,GO:0005634,0.827203029079
5271,BTO:0000567,GO:0005634,0.827203029079
79661,BTO:0000567,GO:0005634,0.827203029079
55247,BTO:0000567,GO:0005634,0.827203029079
63935,BTO:0000567,GO:0005634,0.827203029079
84844,BTO:0000567,GO:0005634,0.827203029079
55723,BTO:0000567,GO:0005634,0.827203029079
9643,BTO:0000567,GO:0005634,0.827203029079
55257,BTO:0000567,GO:0005634,0.827203029079
10933,BTO:0000567,GO:0005634,0.827203029079
55929,BTO:0000567,GO:0005634,0.827203029079
114799,BTO:0000567,GO:0005634,0.827203029079
8726,BTO:0000567,GO:0005634,0.827203029079
29115,BTO:0000567,GO:0005634,0.827203029079
83444,BTO:0000567,GO:0005634,0.827203029079
145946,BTO:0000567,GO:0005634,0.827203029079
140836,BTO:0000567,GO:0005634,0.827203029079
11201,BTO:0000567,GO:0005634,0.827203029079
64326,BTO:0000567,GO:0005634,0.827203029079
3839,BTO:0000567,GO:0005634,0.827203029079
470,BTO:0000567,GO:0005634,0.827203029079
55677,BTO:0000567,GO:0005634,0.827203029079
9446,BTO:0000567,GO:0005634,0.827203029079
57617,BTO:0000567,GO:0005634,0.827203029079
55818,BTO:0000567,GO:0005634,0.827203029079
11010,BTO:0000567,GO:0005634,0.827203029079
5567,BTO:0000567,GO:0005634,0.827203029079
8621,BTO:0000567,GO:0005634,0.827203029079
57088,BTO:0000567,GO:0005634,0.827203029079
9372,BTO:0000567,GO:0005634,0.827203029079
57680,BTO:0000567,GO:0005634,0.827203029079
55872,BTO:0000567,GO:0005634,0.827203029079
1747,BTO:0000567,GO:0005634,0.827203029079
28870,BTO:0000567,GO:0005634,0.827203029079
59286,BTO:0000567,GO:0005634,0.827203029079
64795,BTO:0000567,GO:0005634,0.827203029079
8284,BTO:0000567,GO:0005634,0.827203029079
10765,BTO:0000567,GO:0005634,0.827203029079
4350,BTO:0000567,GO:0005634,0.827203029079
80149,BTO:0000567,GO:0005634,0.827203029079
8449,BTO:0000567,GO:0005634,0.827203029079
27238,BTO:0000567,GO:0005634,0.827203029079
6078,BTO:0000567,GO:0005634,0.827203029079
406986,BTO:0000567,GO:0005634,0.827203029079
157313,BTO:0000567,GO:0005634,0.827203029079
57673,BTO:0000567,GO:0005634,0.827203029079
6012,BTO:0000567,GO:0005634,0.827203029079
7342,BTO:0000567,GO:0005634,0.827203029079
3628,BTO:0000567,GO:0005634,0.827203029079
4490,BTO:0000567,GO:0005634,0.827203029079
3004,BTO:0000567,GO:0005634,0.827203029079
3458,BTO:0000552,GO:0005634,0.82664737086
581,BTO:0000599,GO:0005783,0.826605387498
2288,BTO:0000093,GO:0005634,0.826596168943
1647,BTO:0000599,GO:0005634,0.826198930744
7392,BTO:0000567,GO:0005634,0.825711813663
6778,BTO:0000195,GO:0005634,0.825637092268
4599,BTO:0000018,GO:0005634,0.824349125381
57332,BTO:0001061,GO:0030054,0.824286657717
10413,BTO:0000567,GO:0005737,0.823950309322
3476,BTO:0000567,GO:0005634,0.823228305923
6279,BTO:0000567,GO:0005634,0.823228305923
7422,BTO:0001061,GO:0005634,0.822930421689
9188,BTO:0000093,GO:0005634,0.822623303646
7295,BTO:0000018,GO:0005634,0.822438395715
5609,BTO:0000567,GO:0005737,0.821982108343
4792,BTO:0001061,GO:0005634,0.821903378726
6774,BTO:0001061,GO:0005634,0.821290545616
3480,BTO:0000195,GO:0005886,0.820915430035
5747,BTO:0000793,GO:0005856,0.820687579583
9262,BTO:0000567,GO:0005737,0.820615074688
5335,BTO:0000567,GO:0005856,0.820190719057
718,BTO:0000793,GO:0005634,0.819482071128
653509,BTO:0000007,GO:0005634,0.81927693459
840,BTO:0000093,GO:0005634,0.819155365659
4772,BTO:0000007,GO:0005886,0.819051671752
3091,BTO:0000093,GO:0005634,0.818120873014
3627,BTO:0000599,GO:0005634,0.817574832782
5293,BTO:0002035,GO:0005634,0.816641080388
5021,BTO:0000093,GO:0005886,0.816421731662
1386,BTO:0000567,GO:0005634,0.81595168153
4313,BTO:0000195,GO:0005856,0.815527078527
1003,BTO:0000567,GO:0005886,0.815109793031
8531,BTO:0000093,GO:0005634,0.814921903563
644914,BTO:0000567,GO:0005634,0.813926963744
55512,BTO:0000007,GO:0005886,0.812064771938
21,BTO:0000599,GO:0005634,0.811860393975
5608,BTO:0000567,GO:0005634,0.811772094009
6434,BTO:0000567,GO:0005634,0.811556012326
10445,BTO:0000567,GO:0005634,0.811556012326
10902,BTO:0000567,GO:0005634,0.811556012326
22861,BTO:0000567,GO:0005634,0.811556012326
9662,BTO:0000567,GO:0005634,0.811556012326
5890,BTO:0000567,GO:0005634,0.811556012326
25898,BTO:0000567,GO:0005634,0.811556012326
11073,BTO:0000567,GO:0005634,0.811556012326
705,BTO:0000567,GO:0005634,0.811556012326
170506,BTO:0000567,GO:0005634,0.811556012326
84232,BTO:0000567,GO:0005634,0.811556012326
10743,BTO:0000567,GO:0005634,0.811556012326
200942,BTO:0000567,GO:0005634,0.811556012326
51163,BTO:0000567,GO:0005634,0.811556012326
8289,BTO:0000567,GO:0005634,0.811556012326
22803,BTO:0000567,GO:0005634,0.811556012326
253430,BTO:0000567,GO:0005634,0.811556012326
55206,BTO:0000567,GO:0005634,0.811556012326
85495,BTO:0000567,GO:0005634,0.811556012326
25939,BTO:0000567,GO:0005634,0.811556012326
475,BTO:0000567,GO:0005634,0.811556012326
64750,BTO:0000567,GO:0005634,0.811556012326
51299,BTO:0000567,GO:0005634,0.811556012326
6596,BTO:0000567,GO:0005634,0.811556012326
4174,BTO:0000567,GO:0005634,0.811556012326
2356,BTO:0000567,GO:0005634,0.811556012326
5868,BTO:0001061,GO:0005886,0.811032770952
7223,BTO:0000007,GO:0005634,0.810552935341
3949,BTO:0000599,GO:0031982,0.808830453623
7124,BTO:0002035,GO:0005634,0.808615893605
4313,BTO:0000093,GO:0005886,0.808588212219
1649,BTO:0000018,GO:0005739,0.808284622302
1956,BTO:0000944,GO:0005783,0.808100021265
387,BTO:0000093,GO:0005856,0.807400596909
2056,BTO:0000599,GO:0005634,0.807174173845
4193,BTO:0000793,GO:0005634,0.806840550577
2729,BTO:0000018,GO:0005634,0.806737438953
7178,BTO:0000018,GO:0005886,0.806653296996
4914,BTO:0000018,GO:0005886,0.806653296996
3308,BTO:0000599,GO:0005829,0.806499073207
2736,BTO:0000018,GO:0005737,0.806242080145
103,BTO:0000567,GO:0005634,0.806152624853
641648,BTO:0000567,GO:0005739,0.806135265351
706,BTO:0000093,GO:0005634,0.805987027862
3553,BTO:0000599,GO:0005737,0.805591483396
4204,BTO:0000599,GO:0005634,0.805035643216
8658,BTO:0000599,GO:0005634,0.805035643216
407,BTO:0000007,GO:0005634,0.804392737822
10059,BTO:0000567,GO:0005886,0.803971927516
6414,BTO:0000195,GO:0005634,0.803738309361
3779,BTO:0000567,GO:0005886,0.803057128383
10307,BTO:0000007,GO:0005634,0.802440429607
55805,BTO:0000007,GO:0005634,0.802440429607
51076,BTO:0000007,GO:0005634,0.802440429607
5602,BTO:0000007,GO:0005634,0.802440429607
139596,BTO:0000007,GO:0005634,0.802440429607
79876,BTO:0000007,GO:0005634,0.802440429607
83989,BTO:0000007,GO:0005634,0.802440429607
28299,BTO:0000007,GO:0005634,0.802440429607
28941,BTO:0000007,GO:0005634,0.802440429607
28912,BTO:0000007,GO:0005634,0.802440429607
28942,BTO:0000007,GO:0005634,0.802440429607
28943,BTO:0000007,GO:0005634,0.802440429607
344658,BTO:0000007,GO:0005634,0.802440429607
23358,BTO:0000007,GO:0005634,0.802440429607
26038,BTO:0000007,GO:0005634,0.802440429607
1672,BTO:0000007,GO:0005634,0.802440429607
842,BTO:0000093,GO:0005737,0.801994217429
284424,BTO:0000018,GO:0005783,0.801896041024
9429,BTO:0000195,GO:0005737,0.801646225005
4172,BTO:0000567,GO:0005634,0.800898558878
55869,BTO:0000567,GO:0005634,0.800898558878
3569,BTO:0002035,GO:0005634,0.800369342911
6256,BTO:0000599,GO:0005737,0.800309682423
2936,BTO:0000093,GO:0005634,0.800303993937
890,BTO:0000567,GO:0005634,0.800130868827
4836,BTO:0000567,GO:0005886,0.798614209053
860,BTO:0000007,GO:0005634,0.798541515382
2194,BTO:0000093,GO:0005634,0.797609993769
4780,BTO:0000793,GO:0005829,0.797451566737
7161,BTO:0000793,GO:0005634,0.797216953116
5595,BTO:0000599,GO:0005634,0.797189718751
7157,BTO:0002035,GO:0005856,0.797048197502
3646,BTO:0000567,GO:0005634,0.796976361404
9839,BTO:0000567,GO:0005634,0.796976361404
7051,BTO:0000567,GO:0005634,0.796976361404
24137,BTO:0000567,GO:0005634,0.796976361404
10783,BTO:0000567,GO:0005634,0.796976361404
7273,BTO:0000567,GO:0005634,0.796976361404
5932,BTO:0000567,GO:0005634,0.796976361404
284252,BTO:0000567,GO:0005634,0.796976361404
10963,BTO:0000567,GO:0005634,0.796976361404
1149,BTO:0000567,GO:0005634,0.796976361404
221035,BTO:0000567,GO:0005634,0.796976361404
80346,BTO:0000567,GO:0005634,0.796976361404
23408,BTO:0000567,GO:0005634,0.796976361404
3490,BTO:0000567,GO:0005634,0.796976361404
7965,BTO:0000567,GO:0005634,0.796976361404
6196,BTO:0000567,GO:0005634,0.796976361404
10657,BTO:0000567,GO:0005634,0.796660981767
3630,BTO:0000007,GO:0005737,0.796360325468
3569,BTO:0000195,GO:0005737,0.795790069141
2627,BTO:0000007,GO:0005634,0.794626585719
4049,BTO:0000007,GO:0005634,0.794626585719
5653,BTO:0000007,GO:0005634,0.794626585719
4023,BTO:0000007,GO:0005634,0.794626585719
1677,BTO:0000093,GO:0005634,0.794593088267
675,BTO:0000093,GO:0005634,0.794537972373
8877,BTO:0000567,GO:0005886,0.79424860798
3190,BTO:0000018,GO:0005634,0.79418890034
6868,BTO:0000018,GO:0005634,0.79418890034
7082,BTO:0000017,GO:0005886,0.793989909392
5784,BTO:0000567,GO:0005886,0.793388788253
2335,BTO:0000007,GO:0005856,0.793381792944
10534,BTO:0001061,GO:0005634,0.793066117673
960,BTO:0000195,GO:0031982,0.792939376687
7025,BTO:0000599,GO:0005634,0.792773707185
57332,BTO:0000567,GO:0005634,0.79241703232
999,BTO:0000552,GO:0005737,0.792041690933
6275,BTO:0000599,GO:0005634,0.792010920653
2697,BTO:0000093,GO:0005634,0.791453816455
10565,BTO:0000599,GO:0031982,0.7914440539
231,BTO:0000093,GO:0005886,0.791085101639
5663,BTO:0000007,GO:0005737,0.790868692759
6256,BTO:0000007,GO:0031982,0.789779093053
5293,BTO:0000599,GO:0005634,0.789000627549
1509,BTO:0000093,GO:0005634,0.788913343787
55754,BTO:0000567,GO:0005886,0.788289796555
6347,BTO:0000195,GO:0005634,0.788251124086
25824,BTO:0000567,GO:0005634,0.788239841977
1457,BTO:0000567,GO:0005634,0.788239841977
3091,BTO:0000599,GO:0005829,0.787594317112
200186,BTO:0000007,GO:0005634,0.787091844612
2353,BTO:0000599,GO:0005634,0.786876072273
967,BTO:0000567,GO:0031982,0.786845011378
7515,BTO:0000093,GO:0005634,0.786629588974
1080,BTO:0000018,GO:0031982,0.786020860137
4170,BTO:0000567,GO:0005829,0.785607834013
1649,BTO:0000599,GO:0005737,0.785402242367
3150,BTO:0000567,GO:0005634,0.785093616766
581,BTO:0000007,GO:0005739,0.785027578739
6613,BTO:0000007,GO:0005634,0.784111233877
5933,BTO:0000195,GO:0005634,0.783886460126
5885,BTO:0000567,GO:0005634,0.783337745758
4676,BTO:0000567,GO:0005634,0.783337745758
6559,BTO:0000567,GO:0005634,0.783337745758
2103,BTO:0000567,GO:0005634,0.783337745758
51514,BTO:0000567,GO:0005634,0.783337745758
27335,BTO:0000567,GO:0005634,0.783337745758
9098,BTO:0000567,GO:0005634,0.783337745758
57379,BTO:0000567,GO:0005634,0.783337745758
8294,BTO:0000567,GO:0005634,0.783337745758
5972,BTO:0000567,GO:0005634,0.783337745758
1956,BTO:0001061,GO:0005829,0.783327231421
4193,BTO:0000093,GO:0005856,0.782361207481
598,BTO:0000195,GO:0005829,0.781348704986
5243,BTO:0000944,GO:0031982,0.781157602274
7414,BTO:0000567,GO:0005737,0.781101819645
2335,BTO:0000567,GO:0005925,0.781037974699
598,BTO:0000093,GO:0005634,0.780661102628
6477,BTO:0000007,GO:0005634,0.779818456599
4778,BTO:0000007,GO:0005634,0.779818456599
7025,BTO:0000195,GO:0005634,0.779203469746
2100,BTO:0000093,GO:0005737,0.778907715528
196,BTO:0000599,GO:0005829,0.778881997623
6007,BTO:0005379,GO:0005886,0.778726222547
6557,BTO:0000567,GO:0005886,0.77844945188
4363,BTO:0000018,GO:0005886,0.778348015583
1000,BTO:0000093,GO:0005829,0.777386548253
356,BTO:0001061,GO:0005886,0.776521718999
142,BTO:0000793,GO:0005739,0.77635137229
308,BTO:0000093,GO:0005886,0.77619091004
10564,BTO:0000599,GO:0031982,0.77615711398
4926,BTO:0000567,GO:0005737,0.775891532375
7157,BTO:0000018,GO:0005856,0.774646892287
6518,BTO:0000195,GO:0005634,0.774623407352
3399,BTO:0000018,GO:0005634,0.774137647627
11009,BTO:0000093,GO:0005634,0.773792722618
6522,BTO:0000567,GO:0005886,0.773698099783
3673,BTO:0000567,GO:0005886,0.773698099783
23411,BTO:0000793,GO:0005634,0.773488672874
5563,BTO:0000599,GO:0005634,0.773101841408
51119,BTO:0000018,GO:0005634,0.772821193884
28996,BTO:0000007,GO:0005634,0.772790267839
672,BTO:0000093,GO:0005737,0.772319584339
1385,BTO:0000567,GO:0005634,0.772316522687
10625,BTO:0000007,GO:0005634,0.771502678942
5563,BTO:0000567,GO:0005783,0.771416845028
26135,BTO:0000567,GO:0005634,0.770814753027
5524,BTO:0000007,GO:0005739,0.770793191243
2719,BTO:0000599,GO:0005634,0.770586348333
64061,BTO:0000567,GO:0005634,0.770534476673
10561,BTO:0000567,GO:0005634,0.770534476673
10927,BTO:0000567,GO:0005634,0.770534476673
8898,BTO:0000567,GO:0005634,0.770534476673
64344,BTO:0000567,GO:0005634,0.770534476673
3326,BTO:0000567,GO:0005634,0.770534476673
1735,BTO:0000567,GO:0005634,0.770534476673
25949,BTO:0000567,GO:0005634,0.770534476673
5359,BTO:0000567,GO:0005634,0.770534476673
914,BTO:0000567,GO:0005634,0.770534476673
