protein,tissue,scl,score
338557,BTO:0000007,GO:0005634,-0.299536649676
7052,BTO:0000567,GO:0005634,-0.299546354799
392,BTO:0000944,GO:0005856,-0.299550492133
361,BTO:0002035,GO:0005886,-0.299569321281
3439,BTO:0000018,GO:0005634,-0.299595981856
7349,BTO:0000552,GO:0005737,-0.29962033616
5581,BTO:0000944,GO:0005794,-0.299675903744
1843,BTO:0000195,GO:0005634,-0.299678689025
7412,BTO:0002136,GO:0005886,-0.299682451573
5062,BTO:0000017,GO:0005794,-0.29972367258
1843,BTO:0000552,GO:0005783,-0.299739185624
5599,BTO:0000093,GO:0031982,-0.299744289869
2252,BTO:0000552,GO:0005856,-0.299754499197
8802,BTO:0000793,GO:0005783,-0.299757118109
54576,BTO:0000599,GO:0005783,-0.299769544693
4176,BTO:0000599,GO:0005783,-0.299769544693
12,BTO:0000599,GO:0005783,-0.299769544693
2,BTO:0000599,GO:0005783,-0.299769544693
4780,BTO:0000018,GO:0005737,-0.299789318301
9474,BTO:0000793,GO:0005634,-0.299793059546
91056,BTO:0000007,GO:0005794,-0.299796891992
4738,BTO:0001938,GO:0005634,-0.299801170954
56655,BTO:0001938,GO:0005634,-0.299801170954
8313,BTO:0001938,GO:0005634,-0.299801170954
3309,BTO:0000567,GO:0005737,-0.299835485416
7504,BTO:0002210,GO:0005739,-0.299864241426
4833,BTO:0000007,GO:0005739,-0.299886540709
2235,BTO:0000007,GO:0005739,-0.299886540709
2590,BTO:0000007,GO:0005739,-0.299886540709
55847,BTO:0000007,GO:0005739,-0.299886540709
4535,BTO:0000007,GO:0005739,-0.299886540709
79132,BTO:0000007,GO:0005739,-0.299886540709
10059,BTO:0001938,GO:0005856,-0.299918458848
5175,BTO:0000552,GO:0005829,-0.29993327779
4001,BTO:0000567,GO:0005856,-0.299938569817
960,BTO:0002870,GO:0005886,-0.299970039683
998,BTO:0000018,GO:0005856,-0.299979608308
3709,BTO:0000018,GO:0005783,-0.300013867735
2922,BTO:0000093,GO:0005783,-0.300027833071
6288,BTO:0000599,GO:0005737,-0.300056085433
4248,BTO:0000599,GO:0005737,-0.300056085433
54361,BTO:0000599,GO:0005737,-0.300056085433
2314,BTO:0000599,GO:0005737,-0.300056085433
79837,BTO:0000944,GO:0005886,-0.300084565104
10959,BTO:0000944,GO:0005886,-0.300084565104
9744,BTO:0000944,GO:0005886,-0.300084565104
9559,BTO:0000007,GO:0005886,-0.300085492814
8772,BTO:0000007,GO:0005886,-0.300085492814
3667,BTO:0000599,GO:0005886,-0.300095510158
468,BTO:0002136,GO:0005783,-0.300100908074
2534,BTO:0000552,GO:0030054,-0.300128109256
3479,BTO:0000793,GO:0005739,-0.300282688376
216,BTO:0000552,GO:0005886,-0.300287937121
7171,BTO:0000093,GO:0005829,-0.300315947871
7922,BTO:0000093,GO:0005829,-0.300315947871
7042,BTO:0000093,GO:0005829,-0.300315947871
3381,BTO:0000093,GO:0005829,-0.300315947871
9314,BTO:0000599,GO:0005634,-0.300316116945
10972,BTO:0000567,GO:0031982,-0.300327806891
54521,BTO:0000567,GO:0031982,-0.300327806891
919,BTO:0000567,GO:0031982,-0.300327806891
3937,BTO:0000567,GO:0031982,-0.300327806891
10478,BTO:0000567,GO:0031982,-0.300327806891
440068,BTO:0000567,GO:0031982,-0.300327806891
5877,BTO:0000567,GO:0031982,-0.300327806891
27342,BTO:0000567,GO:0031982,-0.300327806891
54453,BTO:0000567,GO:0031982,-0.300327806891
6283,BTO:0000567,GO:0031982,-0.300327806891
4680,BTO:0000567,GO:0031982,-0.300327806891
29934,BTO:0000567,GO:0031982,-0.300327806891
55690,BTO:0000567,GO:0031982,-0.300327806891
9648,BTO:0000567,GO:0031982,-0.300327806891
129807,BTO:0000567,GO:0031982,-0.300327806891
5272,BTO:0000567,GO:0031982,-0.300327806891
22863,BTO:0000567,GO:0031982,-0.300327806891
1054,BTO:0000567,GO:0031982,-0.300327806891
23086,BTO:0000567,GO:0031982,-0.300327806891
94121,BTO:0000567,GO:0031982,-0.300327806891
4430,BTO:0000567,GO:0031982,-0.300327806891
81622,BTO:0000567,GO:0031982,-0.300327806891
8239,BTO:0000567,GO:0031982,-0.300327806891
7023,BTO:0000567,GO:0031982,-0.300327806891
533,BTO:0000567,GO:0031982,-0.300327806891
10249,BTO:0000567,GO:0031982,-0.300327806891
3834,BTO:0000567,GO:0031982,-0.300327806891
4619,BTO:0000567,GO:0031982,-0.300327806891
23266,BTO:0000567,GO:0031982,-0.300327806891
680,BTO:0000567,GO:0031982,-0.300327806891
100616492,BTO:0000567,GO:0031982,-0.300327806891
2217,BTO:0000567,GO:0031982,-0.300327806891
6335,BTO:0000567,GO:0031982,-0.300327806891
23373,BTO:0000567,GO:0031982,-0.300327806891
6509,BTO:0000567,GO:0031982,-0.300327806891
3109,BTO:0000567,GO:0031982,-0.300327806891
8837,BTO:0000793,GO:0005634,-0.300387958944
3091,BTO:0002035,GO:0005634,-0.300404706273
9140,BTO:0000093,GO:0031982,-0.300407638292
6400,BTO:0000093,GO:0031982,-0.300407638292
474262,BTO:0000093,GO:0031982,-0.300407638292
3992,BTO:0000093,GO:0031982,-0.300407638292
406947,BTO:0000093,GO:0031982,-0.300407638292
240,BTO:0001061,GO:0005634,-0.300425565072
3725,BTO:0000567,GO:0005739,-0.300449166727
1499,BTO:0000017,GO:0005856,-0.300450713442
3716,BTO:0000017,GO:0005925,-0.300539244248
6714,BTO:0000018,GO:0005886,-0.300564929927
5467,BTO:0000093,GO:0005634,-0.300603785456
79784,BTO:0000007,GO:0005856,-0.30063212447
64127,BTO:0000007,GO:0005886,-0.30064997528
2065,BTO:0000195,GO:0005886,-0.300692370646
4536,BTO:0000018,GO:0031982,-0.300703232984
23636,BTO:0000018,GO:0031982,-0.300703232984
6403,BTO:0000018,GO:0031982,-0.300703232984
5047,BTO:0000018,GO:0031982,-0.300703232984
2277,BTO:0000018,GO:0031982,-0.300703232984
7189,BTO:0000018,GO:0005634,-0.300717149639
9695,BTO:0000007,GO:0005783,-0.300722268303
3690,BTO:0000007,GO:0005783,-0.300722268303
4481,BTO:0000007,GO:0005783,-0.300722268303
9463,BTO:0000007,GO:0005783,-0.300722268303
30820,BTO:0000007,GO:0005783,-0.300722268303
7173,BTO:0000007,GO:0005783,-0.300722268303
10550,BTO:0000007,GO:0005783,-0.300722268303
4241,BTO:0000007,GO:0005783,-0.300722268303
5624,BTO:0000007,GO:0005783,-0.300722268303
11136,BTO:0000007,GO:0005783,-0.300722268303
4189,BTO:0000007,GO:0005783,-0.300722268303
8824,BTO:0000007,GO:0005783,-0.300722268303
29110,BTO:0000007,GO:0005783,-0.300722268303
27347,BTO:0000007,GO:0005783,-0.300722268303
1647,BTO:0000552,GO:0005783,-0.300729892267
5366,BTO:0002136,GO:0005634,-0.300768364475
7296,BTO:0000017,GO:0005829,-0.300772519012
3726,BTO:0000195,GO:0005856,-0.300786438636
840,BTO:0000793,GO:0005739,-0.300791141621
5175,BTO:0000944,GO:0005856,-0.300793880125
250,BTO:0000017,GO:0030054,-0.300797144103
5979,BTO:0000944,GO:0005737,-0.300812320395
596,BTO:0001061,GO:0005856,-0.3008124942
637,BTO:0000018,GO:0005829,-0.300876878734
10628,BTO:0000793,GO:0005737,-0.30094176741
2260,BTO:0002035,GO:0005886,-0.301023349915
378,BTO:0000567,GO:0005925,-0.301051946462
3690,BTO:0000567,GO:0005925,-0.301051946462
4168,BTO:0000567,GO:0005925,-0.301051946462
4790,BTO:0000567,GO:0005739,-0.301061769605
8411,BTO:0002035,GO:0005794,-0.301062115296
5176,BTO:0001061,GO:0005634,-0.301087191126
3094,BTO:0002210,GO:0031982,-0.301098341671
4585,BTO:0000093,GO:0005783,-0.301110781599
6500,BTO:0000093,GO:0005783,-0.301110781599
5621,BTO:0000093,GO:0005783,-0.301110781599
10525,BTO:0000093,GO:0005783,-0.301110781599
5105,BTO:0000093,GO:0005783,-0.301110781599
847,BTO:0000018,GO:0031982,-0.301126108458
6317,BTO:0000552,GO:0005829,-0.301130504885
8829,BTO:0000093,GO:0005925,-0.301131439387
3480,BTO:0005379,GO:0005634,-0.301139302309
9915,BTO:0000093,GO:0005634,-0.301146439119
1509,BTO:0000567,GO:0005886,-0.301177304388
302,BTO:0000017,GO:0005886,-0.30117807495
19,BTO:0000552,GO:0005634,-0.301273401209
292,BTO:0000599,GO:0005739,-0.301288814511
1390,BTO:0000599,GO:0005739,-0.301288814511
6445,BTO:0000599,GO:0005739,-0.301288814511
10989,BTO:0000599,GO:0005739,-0.301288814511
322,BTO:0000007,GO:0005829,-0.30131762679
5330,BTO:0000007,GO:0005829,-0.30131762679
28503,BTO:0000007,GO:0005829,-0.30131762679
54714,BTO:0000007,GO:0005829,-0.30131762679
5502,BTO:0000007,GO:0005829,-0.30131762679
6538,BTO:0000007,GO:0005829,-0.30131762679
9001,BTO:0000007,GO:0005829,-0.30131762679
3945,BTO:0000793,GO:0005886,-0.301322635269
9173,BTO:0000793,GO:0005886,-0.301322635269
292,BTO:0000793,GO:0005886,-0.301322635269
4241,BTO:0000599,GO:0005829,-0.301327571969
10587,BTO:0000599,GO:0005829,-0.301327571969
5609,BTO:0000093,GO:0005829,-0.301363904305
1234,BTO:0000007,GO:0005925,-0.30136708156
28936,BTO:0000093,GO:0005856,-0.301376702283
2909,BTO:0000093,GO:0005856,-0.301376702283
8506,BTO:0000093,GO:0005856,-0.301376702283
79719,BTO:0000093,GO:0005856,-0.301376702283
780,BTO:0000093,GO:0005856,-0.301376702283
51548,BTO:0000944,GO:0031982,-0.301407858961
347376,BTO:0000195,GO:0005886,-0.301408478241
155,BTO:0000195,GO:0005886,-0.301408478241
64805,BTO:0000195,GO:0005886,-0.301408478241
8519,BTO:0000195,GO:0005886,-0.301408478241
4036,BTO:0000195,GO:0005886,-0.301408478241
4973,BTO:0000195,GO:0005886,-0.301408478241
5414,BTO:0000195,GO:0005886,-0.301408478241
2921,BTO:0000195,GO:0005886,-0.301408478241
2169,BTO:0000195,GO:0005886,-0.301408478241
2191,BTO:0000195,GO:0005886,-0.301408478241
6947,BTO:0000195,GO:0005886,-0.301408478241
340024,BTO:0000195,GO:0005886,-0.301408478241
6711,BTO:0000195,GO:0005886,-0.301408478241
5872,BTO:0000195,GO:0005886,-0.301408478241
5947,BTO:0000195,GO:0005886,-0.301408478241
3312,BTO:0000007,GO:0031982,-0.301408779493
1769,BTO:0000018,GO:0005886,-0.301444272579
10139,BTO:0000195,GO:0005794,-0.30144715585
3702,BTO:0001061,GO:0005856,-0.301480336782
10959,BTO:0001061,GO:0005856,-0.301480336782
891,BTO:0000599,GO:0005829,-0.30150388842
4313,BTO:0000599,GO:0005925,-0.301505325519
3956,BTO:0000599,GO:0005634,-0.301553956346
22926,BTO:0000944,GO:0005634,-0.301570619938
4792,BTO:0000017,GO:0005737,-0.301601473227
857,BTO:0000017,GO:0005737,-0.301601473227
331,BTO:0000018,GO:0005737,-0.301604121557
10062,BTO:0000552,GO:0031982,-0.301609657497
3732,BTO:0002210,GO:0005634,-0.301671690631
4485,BTO:0002210,GO:0005634,-0.301671690631
890,BTO:0000007,GO:0005739,-0.301700314147
1137,BTO:0002210,GO:0005886,-0.301777248356
4193,BTO:0000018,GO:0005737,-0.301781997947
6476,BTO:0000195,GO:0005737,-0.301790578726
1520,BTO:0000018,GO:0005634,-0.301795735053
6043,BTO:0000018,GO:0005634,-0.301795735053
100750247,BTO:0000018,GO:0005634,-0.301795735053
100132417,BTO:0000018,GO:0005634,-0.301795735053
4052,BTO:0000018,GO:0005634,-0.301795735053
10840,BTO:0000018,GO:0005634,-0.301795735053
2212,BTO:0000018,GO:0005634,-0.301795735053
11202,BTO:0000018,GO:0005634,-0.301795735053
1572,BTO:0000018,GO:0005634,-0.301795735053
11170,BTO:0000018,GO:0005634,-0.301795735053
23600,BTO:0000018,GO:0005634,-0.301795735053
5264,BTO:0000018,GO:0005634,-0.301795735053
797,BTO:0000018,GO:0005634,-0.301795735053
60528,BTO:0000018,GO:0005634,-0.301795735053
255520,BTO:0000018,GO:0005634,-0.301795735053
220107,BTO:0000018,GO:0005634,-0.301795735053
50937,BTO:0000018,GO:0005634,-0.301795735053
28898,BTO:0000018,GO:0005634,-0.301795735053
6301,BTO:0000018,GO:0005634,-0.301795735053
54443,BTO:0000018,GO:0005634,-0.301795735053
4054,BTO:0000018,GO:0005634,-0.301795735053
8073,BTO:0000018,GO:0005634,-0.301795735053
808,BTO:0000018,GO:0005634,-0.301795735053
4440,BTO:0000018,GO:0005634,-0.301795735053
28984,BTO:0000018,GO:0005634,-0.301795735053
406891,BTO:0000018,GO:0005634,-0.301795735053
407015,BTO:0000018,GO:0005634,-0.301795735053
10189,BTO:0000018,GO:0005634,-0.301795735053
9111,BTO:0000018,GO:0005634,-0.301795735053
375748,BTO:0000018,GO:0005634,-0.301795735053
24140,BTO:0000018,GO:0005634,-0.301795735053
117246,BTO:0000018,GO:0005634,-0.301795735053
79853,BTO:0000018,GO:0005634,-0.301795735053
10123,BTO:0000018,GO:0005634,-0.301795735053
57103,BTO:0000018,GO:0005634,-0.301795735053
406936,BTO:0000018,GO:0005634,-0.301795735053
1513,BTO:0000018,GO:0005634,-0.301795735053
10509,BTO:0000018,GO:0005634,-0.301795735053
28972,BTO:0000018,GO:0005634,-0.301795735053
257397,BTO:0000018,GO:0005634,-0.301795735053
29775,BTO:0000018,GO:0005634,-0.301795735053
101180976,BTO:0000018,GO:0005634,-0.301795735053
60436,BTO:0000018,GO:0005634,-0.301795735053
2058,BTO:0000018,GO:0005634,-0.301795735053
843,BTO:0001061,GO:0005783,-0.301825764691
842,BTO:0002210,GO:0031982,-0.301829439421
7114,BTO:0000017,GO:0005856,-0.301830437953
1364,BTO:0000093,GO:0005829,-0.301873691421
1729,BTO:0001938,GO:0005886,-0.301930651366
7284,BTO:0001938,GO:0005886,-0.301930651366
4485,BTO:0000567,GO:0005634,-0.301948104245
25828,BTO:0000567,GO:0005634,-0.301948104245
1154,BTO:0000018,GO:0005737,-0.301958760285
10459,BTO:0000018,GO:0005737,-0.301958760285
5362,BTO:0000018,GO:0005737,-0.301958760285
6751,BTO:0000018,GO:0005737,-0.301958760285
10911,BTO:0000018,GO:0005737,-0.301958760285
3855,BTO:0000018,GO:0005737,-0.301958760285
5657,BTO:0000018,GO:0005737,-0.301958760285
2324,BTO:0000018,GO:0005737,-0.301958760285
4793,BTO:0000018,GO:0005737,-0.301958760285
8795,BTO:0000018,GO:0005829,-0.301964286611
308,BTO:0000007,GO:0005886,-0.301999659793
6794,BTO:0000567,GO:0005829,-0.302046144636
373156,BTO:0000552,GO:0005794,-0.302048058448
3267,BTO:0000567,GO:0005886,-0.302053489778
3916,BTO:0002035,GO:0005794,-0.302056673773
7431,BTO:0000599,GO:0005925,-0.302059892442
1956,BTO:0000552,GO:0005925,-0.302071448365
1072,BTO:0000017,GO:0005634,-0.302083300474
50484,BTO:0001061,GO:0005737,-0.302108866916
3579,BTO:0001061,GO:0005737,-0.302108866916
7133,BTO:0000007,GO:0030054,-0.302121003066
86,BTO:0000944,GO:0005737,-0.302143011826
4803,BTO:0000793,GO:0005739,-0.302168114042
894,BTO:0000793,GO:0005739,-0.302168114042
10628,BTO:0000793,GO:0005739,-0.302168114042
374,BTO:0000017,GO:0005783,-0.30217515297
4582,BTO:0000093,GO:0005737,-0.302189980687
1508,BTO:0000018,GO:0005634,-0.302210750371
81620,BTO:0000018,GO:0005794,-0.302214648503
3162,BTO:0000195,GO:0030054,-0.302223630058
6667,BTO:0000793,GO:0005634,-0.302231024637
839,BTO:0002210,GO:0005737,-0.302265591801
5582,BTO:0000018,GO:0005829,-0.302267434907
7263,BTO:0000018,GO:0005829,-0.302267434907
4835,BTO:0000018,GO:0005829,-0.302267434907
6529,BTO:0000007,GO:0005886,-0.302278968152
4945,BTO:0000007,GO:0005886,-0.302278968152
2987,BTO:0000007,GO:0005886,-0.302278968152
7265,BTO:0000007,GO:0005886,-0.302278968152
140735,BTO:0000007,GO:0005886,-0.302278968152
3670,BTO:0000007,GO:0005886,-0.302278968152
2911,BTO:0000007,GO:0005886,-0.302278968152
28809,BTO:0000007,GO:0005886,-0.302278968152
5996,BTO:0000007,GO:0005886,-0.302278968152
2781,BTO:0000007,GO:0005886,-0.302278968152
59339,BTO:0000007,GO:0005886,-0.302278968152
7716,BTO:0000007,GO:0005886,-0.302278968152
4883,BTO:0000007,GO:0005886,-0.302278968152
2981,BTO:0000007,GO:0005886,-0.302278968152
10125,BTO:0000007,GO:0005886,-0.302278968152
7064,BTO:0000007,GO:0005886,-0.302278968152
25948,BTO:0000007,GO:0005886,-0.302278968152
55643,BTO:0000007,GO:0005886,-0.302278968152
65108,BTO:0000007,GO:0005886,-0.302278968152
590,BTO:0000007,GO:0005886,-0.302278968152
728,BTO:0000007,GO:0005886,-0.302278968152
6006,BTO:0000007,GO:0005886,-0.302278968152
2554,BTO:0000007,GO:0005886,-0.302278968152
80199,BTO:0000007,GO:0005886,-0.302278968152
6560,BTO:0000007,GO:0005886,-0.302278968152
1283,BTO:0000007,GO:0005886,-0.302278968152
160851,BTO:0000007,GO:0005886,-0.302278968152
9177,BTO:0000007,GO:0005886,-0.302278968152
5144,BTO:0000007,GO:0005886,-0.302278968152
1178,BTO:0000007,GO:0005886,-0.302278968152
51761,BTO:0000007,GO:0005886,-0.302278968152
6338,BTO:0000007,GO:0005886,-0.302278968152
340481,BTO:0000007,GO:0005886,-0.302278968152
1052,BTO:0000007,GO:0005886,-0.302278968152
160728,BTO:0000007,GO:0005886,-0.302278968152
7221,BTO:0000007,GO:0005886,-0.302278968152
3889,BTO:0000007,GO:0005886,-0.302278968152
23114,BTO:0000007,GO:0005886,-0.302278968152
6097,BTO:0000007,GO:0005886,-0.302278968152
266675,BTO:0000007,GO:0005886,-0.302278968152
54831,BTO:0000007,GO:0005886,-0.302278968152
445347,BTO:0000007,GO:0005886,-0.302278968152
7078,BTO:0000007,GO:0005886,-0.302278968152
7534,BTO:0000007,GO:0005886,-0.302278968152
6870,BTO:0000007,GO:0005886,-0.302278968152
56341,BTO:0000007,GO:0005886,-0.302278968152
64849,BTO:0000007,GO:0005886,-0.302278968152
2587,BTO:0000007,GO:0005886,-0.302278968152
551,BTO:0000007,GO:0005886,-0.302278968152
64283,BTO:0000007,GO:0005886,-0.302278968152
25804,BTO:0000007,GO:0005886,-0.302278968152
6323,BTO:0000007,GO:0005886,-0.302278968152
5305,BTO:0000007,GO:0005886,-0.302278968152
693169,BTO:0000007,GO:0005886,-0.302278968152
57502,BTO:0000007,GO:0005886,-0.302278968152
5267,BTO:0000007,GO:0005886,-0.302278968152
6576,BTO:0000007,GO:0005886,-0.302278968152
10410,BTO:0000007,GO:0005886,-0.302278968152
9211,BTO:0000007,GO:0005886,-0.302278968152
3543,BTO:0000007,GO:0005886,-0.302278968152
9218,BTO:0000007,GO:0005886,-0.302278968152
2253,BTO:0000007,GO:0005886,-0.302278968152
54756,BTO:0000007,GO:0005886,-0.302278968152
2828,BTO:0000007,GO:0005886,-0.302278968152
10846,BTO:0000007,GO:0005886,-0.302278968152
6990,BTO:0000007,GO:0005886,-0.302278968152
3060,BTO:0000007,GO:0005886,-0.302278968152
50636,BTO:0000007,GO:0005886,-0.302278968152
4712,BTO:0000007,GO:0005886,-0.302278968152
4308,BTO:0000007,GO:0005886,-0.302278968152
9699,BTO:0000007,GO:0005886,-0.302278968152
10768,BTO:0000007,GO:0005886,-0.302278968152
1236,BTO:0000007,GO:0005886,-0.302278968152
59067,BTO:0000007,GO:0005886,-0.302278968152
57719,BTO:0000007,GO:0005886,-0.302278968152
22871,BTO:0000007,GO:0005886,-0.302278968152
23208,BTO:0000007,GO:0005886,-0.302278968152
9791,BTO:0000007,GO:0005886,-0.302278968152
55340,BTO:0000007,GO:0005886,-0.302278968152
4281,BTO:0000007,GO:0005886,-0.302278968152
785,BTO:0000007,GO:0005886,-0.302278968152
5528,BTO:0000007,GO:0005886,-0.302278968152
1360,BTO:0000007,GO:0005886,-0.302278968152
81573,BTO:0000007,GO:0005886,-0.302278968152
5729,BTO:0000007,GO:0005886,-0.302278968152
11251,BTO:0000007,GO:0005886,-0.302278968152
114131,BTO:0000007,GO:0005886,-0.302278968152
6335,BTO:0000007,GO:0005886,-0.302278968152
6453,BTO:0000007,GO:0005886,-0.302278968152
255231,BTO:0000007,GO:0005886,-0.302278968152
5274,BTO:0000007,GO:0005886,-0.302278968152
148867,BTO:0000007,GO:0005886,-0.302278968152
6843,BTO:0000007,GO:0005886,-0.302278968152
81796,BTO:0000007,GO:0005886,-0.302278968152
9455,BTO:0000007,GO:0005886,-0.302278968152
111,BTO:0000007,GO:0005886,-0.302278968152
107,BTO:0000007,GO:0005886,-0.302278968152
129807,BTO:0000007,GO:0005886,-0.302278968152
4759,BTO:0000007,GO:0005886,-0.302278968152
84894,BTO:0000007,GO:0005886,-0.302278968152
22979,BTO:0000007,GO:0005886,-0.302278968152
1908,BTO:0000007,GO:0005886,-0.302278968152
6526,BTO:0000007,GO:0005886,-0.302278968152
85320,BTO:0000007,GO:0005886,-0.302278968152
57120,BTO:0000007,GO:0005886,-0.302278968152
4157,BTO:0000007,GO:0005886,-0.302278968152
57835,BTO:0000007,GO:0005886,-0.302278968152
57580,BTO:0000007,GO:0005886,-0.302278968152
3929,BTO:0000007,GO:0005886,-0.302278968152
63895,BTO:0000007,GO:0005886,-0.302278968152
84299,BTO:0000007,GO:0005886,-0.302278968152
64137,BTO:0000007,GO:0005886,-0.302278968152
8825,BTO:0000007,GO:0005886,-0.302278968152
8720,BTO:0000007,GO:0005886,-0.302278968152
1128,BTO:0000007,GO:0005886,-0.302278968152
4543,BTO:0000007,GO:0005886,-0.302278968152
390816,BTO:0000007,GO:0005886,-0.302278968152
8471,BTO:0000007,GO:0005886,-0.302278968152
28881,BTO:0000007,GO:0005886,-0.302278968152
5825,BTO:0000017,GO:0005829,-0.302280255619
1302,BTO:0001061,GO:0005829,-0.302296506822
8797,BTO:0001938,GO:0005829,-0.302296807064
4846,BTO:0000007,GO:0005794,-0.302317447374
1003,BTO:0000017,GO:0030054,-0.30233878064
9971,BTO:0000195,GO:0031982,-0.302368489418
3737,BTO:0000007,GO:0005856,-0.302372160415
9322,BTO:0000007,GO:0005856,-0.302372160415
100506965,BTO:0000007,GO:0005856,-0.302372160415
28814,BTO:0000007,GO:0005856,-0.302372160415
1756,BTO:0000007,GO:0005856,-0.302372160415
7088,BTO:0000007,GO:0005856,-0.302372160415
2175,BTO:0000007,GO:0005856,-0.302372160415
774,BTO:0000007,GO:0005856,-0.302372160415
729857,BTO:0000007,GO:0005856,-0.302372160415
5216,BTO:0000007,GO:0005856,-0.302372160415
3315,BTO:0000093,GO:0005829,-0.30237442877
718,BTO:0000599,GO:0005886,-0.302376652752
3985,BTO:0000017,GO:0005737,-0.302457670931
841,BTO:0000007,GO:0005739,-0.302477594681
10381,BTO:0000017,GO:0005886,-0.302496542167
55869,BTO:0000007,GO:0005634,-0.302496758467
2879,BTO:0000007,GO:0005634,-0.302496758467
5308,BTO:0000007,GO:0005634,-0.302496758467
891,BTO:0000599,GO:0005856,-0.302557265293
2938,BTO:0000195,GO:0005829,-0.302631081417
837,BTO:0002035,GO:0005737,-0.30263625607
246,BTO:0000793,GO:0031982,-0.302636350227
5341,BTO:0000793,GO:0031982,-0.302636350227
5728,BTO:0001061,GO:0005829,-0.302657243968
998,BTO:0002210,GO:0005925,-0.302661548273
5594,BTO:0002035,GO:0005737,-0.302711371433
8824,BTO:0000195,GO:0031982,-0.302721529035
9536,BTO:0000195,GO:0031982,-0.302721529035
9965,BTO:0000195,GO:0031982,-0.302721529035
3569,BTO:0000599,GO:0005794,-0.302726375372
57799,BTO:0000599,GO:0005794,-0.302726375372
9475,BTO:0000793,GO:0005856,-0.302742327211
3320,BTO:0001061,GO:0031982,-0.302747677542
2099,BTO:0001061,GO:0005634,-0.302753722753
9131,BTO:0000018,GO:0005739,-0.302825695099
664,BTO:0000018,GO:0005634,-0.302834612352
7431,BTO:0002210,GO:0005634,-0.302867915617
6387,BTO:0000093,GO:0005634,-0.302881225857
3191,BTO:0000093,GO:0005634,-0.302881225857
9493,BTO:0000944,GO:0031982,-0.302909972205
2,BTO:0000195,GO:0005737,-0.303017732495
2707,BTO:0000552,GO:0030054,-0.303078014346
2798,BTO:0000093,GO:0005886,-0.303081942268
857,BTO:0000018,GO:0005794,-0.303089852611
4968,BTO:0000944,GO:0005856,-0.303127996253
890,BTO:0000093,GO:0005856,-0.303174691327
50,BTO:0000018,GO:0005739,-0.303177778211
6497,BTO:0000018,GO:0005739,-0.303177778211
3861,BTO:0000552,GO:0005886,-0.303235084904
1613,BTO:0000793,GO:0005794,-0.303237579052
317,BTO:0002035,GO:0005739,-0.303246514866
5293,BTO:0000793,GO:0005737,-0.303261138415
4176,BTO:0000018,GO:0005856,-0.303316069881
10645,BTO:0000018,GO:0005856,-0.303316069881
7538,BTO:0000018,GO:0005856,-0.303316069881
5515,BTO:0000018,GO:0005856,-0.303316069881
4738,BTO:0000018,GO:0005856,-0.303316069881
50484,BTO:0001061,GO:0005739,-0.303326803137
3858,BTO:0000552,GO:0005856,-0.303327749436
4688,BTO:0000017,GO:0005856,-0.303328810972
7251,BTO:0000567,GO:0031982,-0.303361550144
7098,BTO:0000567,GO:0031982,-0.303361550144
373156,BTO:0000567,GO:0005737,-0.303381871122
3329,BTO:0000567,GO:0005737,-0.303381871122
7361,BTO:0000195,GO:0005783,-0.303415141707
4353,BTO:0000195,GO:0030054,-0.303428243417
920,BTO:0000007,GO:0005783,-0.303428368482
6591,BTO:0000093,GO:0031982,-0.303439963517
4804,BTO:0001061,GO:0031982,-0.303455149089
995,BTO:0002136,GO:0005737,-0.303462832419
6774,BTO:0000018,GO:0005925,-0.303470886301
22926,BTO:0002136,GO:0005783,-0.30347723224
5925,BTO:0000944,GO:0005634,-0.303484219558
7841,BTO:0000567,GO:0005794,-0.303570234098
51062,BTO:0000567,GO:0005794,-0.303570234098
29956,BTO:0000567,GO:0005794,-0.303570234098
55361,BTO:0000567,GO:0005794,-0.303570234098
3482,BTO:0000007,GO:0031982,-0.303585284001
6532,BTO:0000007,GO:0031982,-0.303585284001
5119,BTO:0000007,GO:0031982,-0.303585284001
2055,BTO:0000007,GO:0031982,-0.303585284001
3991,BTO:0000007,GO:0031982,-0.303585284001
1510,BTO:0000007,GO:0031982,-0.303585284001
10999,BTO:0000007,GO:0031982,-0.303585284001
5166,BTO:0000007,GO:0031982,-0.303585284001
9049,BTO:0000007,GO:0031982,-0.303585284001
2823,BTO:0000007,GO:0031982,-0.303585284001
22931,BTO:0000007,GO:0031982,-0.303585284001
79132,BTO:0000007,GO:0031982,-0.303585284001
1654,BTO:0000007,GO:0031982,-0.303585284001
613,BTO:0000007,GO:0031982,-0.303585284001
53630,BTO:0000007,GO:0031982,-0.303585284001
117,BTO:0000007,GO:0031982,-0.303585284001
9341,BTO:0000007,GO:0031982,-0.303585284001
109,BTO:0000007,GO:0031982,-0.303585284001
7350,BTO:0000007,GO:0031982,-0.303585284001
2572,BTO:0000007,GO:0031982,-0.303585284001
26580,BTO:0000007,GO:0031982,-0.303585284001
22894,BTO:0000007,GO:0031982,-0.303585284001
25801,BTO:0000007,GO:0031982,-0.303585284001
128866,BTO:0000007,GO:0031982,-0.303585284001
623,BTO:0000007,GO:0031982,-0.303585284001
23229,BTO:0000007,GO:0031982,-0.303585284001
146,BTO:0001061,GO:0005634,-0.303588763246
7076,BTO:0002210,GO:0005829,-0.303591283102
2252,BTO:0000552,GO:0005737,-0.303613072836
4218,BTO:0000093,GO:0005794,-0.303648549929
10200,BTO:0000793,GO:0005634,-0.303716459529
