PMID,ENTREZ,GO,BTO,score
22243268,8600,GO:0005634,BTO:0000140,94.9855766524
22268274,8600,GO:0005634,BTO:0000140,94.9855766524
22307372,8600,GO:0005634,BTO:0000140,94.9855766524
22330339,8600,GO:0005634,BTO:0000140,94.9855766524
22333484,8600,GO:0005634,BTO:0000140,94.9855766524
22349964,8600,GO:0005634,BTO:0000140,94.9855766524
22360322,8600,GO:0005634,BTO:0000140,94.9855766524
22380539,8600,GO:0005634,BTO:0000140,94.9855766524
22390640,8600,GO:0005634,BTO:0000140,94.9855766524
22393910,8600,GO:0005634,BTO:0000140,94.9855766524
22420579,8600,GO:0005634,BTO:0000140,94.9855766524
22453976,8600,GO:0005634,BTO:0000140,94.9855766524
22527726,8600,GO:0005634,BTO:0000140,94.9855766524
22550161,8600,GO:0005634,BTO:0000140,94.9855766524
22634178,8600,GO:0005634,BTO:0000140,94.9855766524
22662295,8600,GO:0005634,BTO:0000140,94.9855766524
22674155,8600,GO:0005634,BTO:0000140,94.9855766524
22705116,8600,GO:0005634,BTO:0000140,94.9855766524
22709525,8600,GO:0005634,BTO:0000140,94.9855766524
22726547,8600,GO:0005634,BTO:0000140,94.9855766524
22753650,8600,GO:0005634,BTO:0000140,94.9855766524
22812635,8600,GO:0005634,BTO:0000140,94.9855766524
22842877,8600,GO:0005634,BTO:0000140,94.9855766524
22849962,8600,GO:0005634,BTO:0000140,94.9855766524
22864527,8600,GO:0005634,BTO:0000140,94.9855766524
22867712,8600,GO:0005634,BTO:0000140,94.9855766524
22906984,8600,GO:0005634,BTO:0000140,94.9855766524
22934488,8600,GO:0005634,BTO:0000140,94.9855766524
22981371,8600,GO:0005634,BTO:0000140,94.9855766524
22983667,8600,GO:0005634,BTO:0000140,94.9855766524
23000414,8600,GO:0005634,BTO:0000140,94.9855766524
23007741,8600,GO:0005634,BTO:0000140,94.9855766524
23039992,8600,GO:0005634,BTO:0000140,94.9855766524
23061677,8600,GO:0005634,BTO:0000140,94.9855766524
23077504,8600,GO:0005634,BTO:0000140,94.9855766524
23103515,8600,GO:0005634,BTO:0000140,94.9855766524
23111637,8600,GO:0005634,BTO:0000140,94.9855766524
23115104,8600,GO:0005634,BTO:0000140,94.9855766524
23144698,8600,GO:0005634,BTO:0000140,94.9855766524
23304691,8600,GO:0005634,BTO:0000140,94.9855766524
23388484,8600,GO:0005634,BTO:0000140,94.9855766524
23391500,8600,GO:0005634,BTO:0000140,94.9855766524
23419317,8600,GO:0005634,BTO:0000140,94.9855766524
23457765,8600,GO:0005634,BTO:0000140,94.9855766524
23458303,8600,GO:0005634,BTO:0000140,94.9855766524
23458685,8600,GO:0005634,BTO:0000140,94.9855766524
23475022,8600,GO:0005634,BTO:0000140,94.9855766524
23531404,8600,GO:0005634,BTO:0000140,94.9855766524
23545361,8600,GO:0005634,BTO:0000140,94.9855766524
23671202,8600,GO:0005634,BTO:0000140,94.9855766524
23698708,8600,GO:0005634,BTO:0000140,94.9855766524
23702841,8600,GO:0005634,BTO:0000140,94.9855766524
23719363,8600,GO:0005634,BTO:0000140,94.9855766524
23745763,8600,GO:0005634,BTO:0000140,94.9855766524
23747869,8600,GO:0005634,BTO:0000140,94.9855766524
23758409,8600,GO:0005634,BTO:0000140,94.9855766524
23810633,8600,GO:0005634,BTO:0000140,94.9855766524
23827649,8600,GO:0005634,BTO:0000140,94.9855766524
23888411,8600,GO:0005634,BTO:0000140,94.9855766524
23911864,8600,GO:0005634,BTO:0000140,94.9855766524
23915851,8600,GO:0005634,BTO:0000140,94.9855766524
23915851,8600,GO:0005634,BTO:0000140,94.9855766524
23990468,8600,GO:0005634,BTO:0000140,94.9855766524
24004059,8600,GO:0005634,BTO:0000140,94.9855766524
24024908,8600,GO:0005634,BTO:0000140,94.9855766524
24040204,8600,GO:0005634,BTO:0000140,94.9855766524
24079914,8600,GO:0005634,BTO:0000140,94.9855766524
24114694,8600,GO:0005634,BTO:0000140,94.9855766524
24115533,8600,GO:0005634,BTO:0000140,94.9855766524
24126422,8600,GO:0005634,BTO:0000140,94.9855766524
24158473,8600,GO:0005634,BTO:0000140,94.9855766524
24213520,8600,GO:0005634,BTO:0000140,94.9855766524
24257758,8600,GO:0005634,BTO:0000140,94.9855766524
24277958,8600,GO:0005634,BTO:0000140,94.9855766524
24308016,8600,GO:0005634,BTO:0000140,94.9855766524
24316116,8600,GO:0005634,BTO:0000140,94.9855766524
24322885,8600,GO:0005634,BTO:0000140,94.9855766524
24339952,8600,GO:0005634,BTO:0000140,94.9855766524
24340030,8600,GO:0005634,BTO:0000140,94.9855766524
24348674,8600,GO:0005634,BTO:0000140,94.9855766524
24390798,8600,GO:0005634,BTO:0000140,94.9855766524
24439762,8600,GO:0005634,BTO:0000140,94.9855766524
24448976,8600,GO:0005634,BTO:0000140,94.9855766524
24492722,8600,GO:0005634,BTO:0000140,94.9855766524
24533935,8600,GO:0005634,BTO:0000140,94.9855766524
24548274,8600,GO:0005634,BTO:0000140,94.9855766524
24582013,8600,GO:0005634,BTO:0000140,94.9855766524
24615483,8600,GO:0005634,BTO:0000140,94.9855766524
24621381,8600,GO:0005634,BTO:0000140,94.9855766524
24681494,8600,GO:0005634,BTO:0000140,94.9855766524
24710939,8600,GO:0005634,BTO:0000140,94.9855766524
24719884,8600,GO:0005634,BTO:0000140,94.9855766524
24726460,8600,GO:0005634,BTO:0000140,94.9855766524
24726460,8600,GO:0005634,BTO:0000140,94.9855766524
24748777,8600,GO:0005634,BTO:0000140,94.9855766524
24811358,8600,GO:0005634,BTO:0000140,94.9855766524
24854571,8600,GO:0005634,BTO:0000140,94.9855766524
24870844,8600,GO:0005634,BTO:0000140,94.9855766524
24886600,8600,GO:0005634,BTO:0000140,94.9855766524
24919531,8600,GO:0005634,BTO:0000140,94.9855766524
25027107,8600,GO:0005634,BTO:0000140,94.9855766524
25060295,8600,GO:0005634,BTO:0000140,94.9855766524
25065876,8600,GO:0005634,BTO:0000140,94.9855766524
25068378,8600,GO:0005634,BTO:0000140,94.9855766524
25100780,8600,GO:0005634,BTO:0000140,94.9855766524
25140052,8600,GO:0005634,BTO:0000140,94.9855766524
25177009,8600,GO:0005634,BTO:0000140,94.9855766524
25190762,8600,GO:0005634,BTO:0000140,94.9855766524
25204309,8600,GO:0005634,BTO:0000140,94.9855766524
25209679,8600,GO:0005634,BTO:0000140,94.9855766524
25217276,8600,GO:0005634,BTO:0000140,94.9855766524
25270538,8600,GO:0005634,BTO:0000140,94.9855766524
25415928,8600,GO:0005634,BTO:0000140,94.9855766524
25434441,8600,GO:0005634,BTO:0000140,94.9855766524
25547245,8600,GO:0005634,BTO:0000140,94.9855766524
