EntrezID;Tissue;SCL
23593;BTO:0000763;GO:0005856
23593;BTO:0000759;GO:0005856
23593;BTO:0000759;GO:0005634
23593;BTO:0000671;GO:0005886
26225;BTO:0000759;GO:0005634
10369;BTO:0000142;GO:0005783
10369;BTO:0000142;GO:0005634
10369;BTO:0000142;GO:0005886
10369;BTO:0000671;GO:0005886
3310;BTO:0000142;GO:0005634
3310;BTO:0000140;GO:0005634
3310;BTO:0000763;GO:0005634
3310;BTO:0000671;GO:0005856
3310;BTO:0000671;GO:0005737
3310;BTO:0000671;GO:0005783
3310;BTO:0000671;GO:0005634
100506742;BTO:0000142;GO:0005783
100506742;BTO:0000763;GO:0005783
100506742;BTO:0000759;GO:0005783
100506742;BTO:0000671;GO:0005737
100506742;BTO:0000671;GO:0005783
100506742;BTO:0000671;GO:0005886
79947;BTO:0000142;GO:0005783
64744;BTO:0000763;GO:0031982
29116;BTO:0000142;GO:0005856
29116;BTO:0000142;GO:0005886
29116;BTO:0000759;GO:0005886
84340;BTO:0000140;GO:0005783
23678;BTO:0000671;GO:0005886
27031;BTO:0000142;GO:0031982
27031;BTO:0000671;GO:0031982
116448;BTO:0000142;GO:0005634
728343;BTO:0000142;GO:0005634
22895;BTO:0000142;GO:0005634
22895;BTO:0000759;GO:0005634
22895;BTO:0000671;GO:0031982
10894;BTO:0000142;GO:0005886
10894;BTO:0000671;GO:0005886
440603;BTO:0000140;GO:0005737
319101;BTO:0000142;GO:0031982
319101;BTO:0000759;GO:0031982
93185;BTO:0000142;GO:0005886
93185;BTO:0000671;GO:0005886
51094;BTO:0000140;GO:0005886
54545;BTO:0000763;GO:0005737
54545;BTO:0000759;GO:0005737
54545;BTO:0000671;GO:0005737
445815;BTO:0000142;GO:0005634
445815;BTO:0000759;GO:0005634
